Stavek,Polisemna lema
"V javnosti je bil sedmi najbogatejši Slovenec po lestvici revije Manager vselej znan kot eden najbolj priljubljenih delodajalcev, zdaj pa je recesija načela tudi njegovo priljubljenost. ",lestvica
"Kralj proizvodnje izpušnih sistemov Igor Akrapovič je moral v teh dneh odpustiti 27 delavcev, številni, ki so za zdaj še zaposleni, pa trepetajo, da ne bo več dolgo tako. ",sistem
"Ampak letos sem se odločila, da bom leto dni pavzirala, ker imam druge projekte, in nameravam študij nadaljevati pozneje. ",leto
"Osojnik je med drugim začel z oratorijem ""Dežela vodnjakov"", kjer se vsako nedeljo (pozimi od 14. do 17. ure) srečujejo otroci ob igri, pesmi, zgodbi in molitvi, Osojnik je animator glasbene skupine ""Mavrica"" in mladinskega pevskega zbora, kar štirikrat tedensko daje inštrukcije za sintetizator in kitaro, mladež pa se z njegovo pomočjo uči tudi italijanščine.",zbor
"DARJA STEGENŠEK, računovodkinja v sevniškem Stillesu in podjetnica s Studenca: ""Zdravje je nenadomestljiva vrednota, zatorej upam, da mi bo dobro služilo tudi v novem letu. ",leto
"Danes si verjetno noben vinogradnik pri sodarju ne naroči več izjemno velikega 20-hektolitrskega soda, pa ne samo zaradi cenejše cisterne. ",velik
Velik sod v zidanici je igral prej reklamno vlogo kot pa kletarsko. ,velik;igrati
"Iz tega soda je dobila družina na mizo polič vina ob večjih praznikih, sicer pa je bilo namenjeno prodaji in gospodarjevim gostom. ",velik
"Veliki sod torej ni bil namenjen za zorenje vina, kajti v tem primeru bi moral biti vedno dotočen. ",velik
Ob takšnem kletarjenju se je vino v velikem sodu iz tedna v teden slabšalo. ,velik
"""Načeti sod"" je nad površino vina napadala plesen, kanove glivice so se zajedale v lesene doge in posoda je počasi dobivala čuden vonj, ki se je iz leta v leto stopnjeval. ",leto;leto
"Velik sod se je pri trgatvi tudi dolgo polnil, trajalo je dva do tri dni, da so ga natočili. ",velik
Pred leti so napeljali elektriko za nočno smuko. ,leto
Uvoz blaga - vloga tuje osebe,tuj
"Če je v pogodbi s tujo osebo, v predpisih tuje države ali v mednarodni pogodbi določeno, da je treba poslati z blagom, ki se izvaža ali uvaža, določena spričevala oziroma določene overjene listine, izda oziroma overi ta spričevala oziroma listine pristojen upravni organ, gospodarska zbornica ali z zakonom pooblaščena organizacija.",tuj;tuj
Predstavništva v tujini po potrebi za opravljanje svoje dejavnosti zaposlujejo tuje državljane.,tuj
Preizkus znanja obsega pisni in ustni zagovor poljubne teme s področja mednarodnih odnosov v enem od diplomatskih jezikov ter ustni preizkus znanja in naslednjih tem: 1) mednarodno javno pravo; 2) mednarodno zasebno pravo; 3) mednarodni odnosi; 4) mednarodni gospodarski odnosi; 5) zunanja politika Republike Slovenije; 6) zgodovina.,jezik;zgodovina
"Ob težji bolezni, ki za nekaj časa onemogoča opravljanje službenih nalog, je uslužbenec, ki se zdravi v tujini, upravičen do prejemanja razlike med nadomestilom in plačo do ozdravitve oziroma do prenehanja funkcije, vendar ne dlje kot eno leto.",leto
"Letalo zelo nizko leti, zato sam polet ni le potovanje ampak tudi dogodek, saj vidiš Slovenijo kot na dlani. ",leto
"Če bo štajersko-graški del, na katerega računamo, skupaj s primorskim in morda tudi tržaškim koncem to linijo uporabil za povezovanje gospodarstva, bo to za poslovni promet in poleti tudi za turistični promet zelo dobro, seveda pa je vse odvisno od zadosti velikega števila potnikov.",velik
"Ko ga je pogoltnila, je nežno in počasi, kot bi zlogovala, nadaljevala: »In ko sem že bila pripravljena za odhod, malone na vratih …« ",pogoltniti;vrata
"Nastopil je torej veliki trenutek za majirítso, veliki trenutek njegove kuharske umetnosti, njegovega zmagoslavja. ",velik;velik
V večjo posodo položimo manjšo prašičjo glavo. ,velik
"Nato jo dobro operemo in jo skupaj z manjđim telečjim parkljem, prerezanim na dvoje, damo v velik lonec. ",velik
"Dodamo 2 veliki čebuli, v kateri smo zabodli po en klinček, 2 stebelci zélene, ” mbžlice poprovih zrnc in ” žlice pimentovih zrnc. ",velik
"DAMOKLÍS je bil prvič po mnogo dneh, preteklih od strašnega razkritja dvojne igre, ki jo je igrala Naná, presrečen in je to kazal tudi s svojim početjem. ",igrati
"Tako bebavo in obenem prekanjeno je Damoklís, ki se je bolj zavzeto ukvarjal s svojim obupom kot njegov tekmec in medtem že osvojil lahkotnost, s katero se je spretno gibal po ozemlju rogonoscev, ter potrebo po udobju, dohitel Dimítrisa; odslej bodo potemtakem pričakovana, nezaželena razkritja sprejeta ne le kot pričakovana, ampak tudi kot zaželena. ",osvojiti
"Najpogosteje omenjajo obdobje druge svetovne vojne, ko so Nemci na Danskem zaprli vse policiste. ",zapreti
Stavka policistov v sedemdesetih letih v Ameriki bi morala imeti podobne posledice. ,leto
"Priznati si je treba, da današnji poboljševalni sistemi ne omogočajo prevzgoje storilcev in prava iluzija je, da bi zapori to zmogli. ",sistem
Zgodovina kazenskega prava je pravzaprav v večjem delu zgodovina abolicij. ,zgodovina;velik;zgodovina
"(66) Nazadnje Murphy še očita Menningerju, da se navdušuje nad grškim in kitajskim pravosodnim in kaznovalnim sistemom. ",sistem
"Primorčeva razlaga utilitarizma zanika upoštevanje temeljnih načel zakonitosti, pri čemer noče videti, da ne kontinentalni niti drugi sistemi, celo v tistih primerih, kjer je utilitarizem ""zapisan"", ne obsojajo nedolžnih. ",sistem
"Povedano bolj natančno - nedolžne obsojajo v vseh sistemih, vendar nikjer ""deklarativno"" v Primorčevem smislu, kjer bi bil to neizogibni del ustrezne kaznovalne politike, ki je ne bi bilo treba skrivati.",sistem
"V prvih letih po II. svetovni vojni so k Wiesenthalu prihajale skupine mladih Judov ali nekdanjih partizanov, da bi od njega dobili imena in naslove ter sami opravili z zločinci. ",leto
"Kalifornijski INTEL, sedemnajsto največje podjetje v ZDA,z 18.000 zaposlenimi ustvarja nekaj milijard $ letnega dohodka.",velik
"Izjava sveta komisije ""Pravičnost in mir"" pri Slovenski škofovski konferenci iz leta 1987 o spoštovanju človekovih pravic v SFRJ kritizira kazenski zakon, a le v zvezi z verbalnim deliktom. ",leto
"Pri obravnavi rehabilitacije ostaja Mathiesen v okviru tradicionalne ""potrošniške filozofije"", ki jo sicer napada z Webrovim protestantsko - kapitalističnim sistemom vrednot. ",sistem
"Tak preizkus ima logične napake (sklepanje na zaprt sistem znanih spremen-ljivk, kjer so tretmanski posegi edini, ki povzročajo spremembe v dobrem ali slabem vedenju po prestani kazni) in sporno ali vsaj pomanjkljivo etično podlago; ne opredeljuje se namreč do vrednostnega sistema rehabilitacije (čeprav avtor prav vrednote tako poudarja v uvodni predstavitvi svojega dela) oziroma njenih posamičnih posegov. ",sistem;sistem
"Tako kaznovanje ni mogoče že zaradi prvega načela medosebnega komuniciranja, ki ga lahko prevedemo v ""kaznovalni jezik"" z besedami ""nemogoče je s kaznijo ne-vplivati na bodoče vedenje."" ",jezik
"Od leta 1975 do leta 1993 se je v Franciji število obsojencev od 26000 dvignilo na 48000, v Nizozemski pa od 2500 na 7400. kar pomeni povečanje za 300%. ",leto;leto
Le na Finskem je število padlo od 5500 leta 1975 na 3500 leta 1992. ,leto;leto
"Če želimo sklepati o lastnostih celotne populacije na podlagi rezultatov, ki smo jih dobili z obdelavo vzorca, mora biti vzorec naključen, reprezentativen in dovolj velik.",velik
- velik 59 %,velik
"Končno lahko preberemo tudi v dokumentih OZN (9. kongres o preprečevanju kriminalitete in obravnavi delinkventov v Kairu, aprila in maja 1995), da je potrebno razumeti, da je prestajanje kazni (correctional system) del kriminalitetne politike, ki mora biti povezan z vsemi področji preprečevanja kriminalitete in s pravosodnim sistemom v celoti. ",sistem
"Seveda je bilo največ tehnološko tehničnih rešitev namenjenih sistemov reje, predvsem raznim oblikam izboljšanih kletk.",sistem
Novo registrirani traktorji v Sloveniji v letu 2002,leto
"Velika Nedelja: Belšak 4, Mesarec, Trofenik, Cvetko, Marcen 1, Bezjak 9, Šoštarič 1, Planinc 2, Belec, Poje 3, Okreša 4, Podpečan, Štruc, Potočnjak.",velik
Vremenska slika: Nad večjim delom Evrope je območje nizkega zračnega pritiska. ,velik
"(Smeh) Tako ja, od leta 2005, in to mi daje osnovno socialno varnost. ",leto
Zaradi velikega učinka na telo rožmarina ne smejo uporabljati nosečnice! ,velik
"Na podoben odpor je naletel tudi predlog, da bolniška odsotnost ne bi smela trajati več kot leto ali leto in pol, potem pa bi razbremenili zdravstveno blagajno tako, da bi drugače (kako?) poskrbeli za socialno varnost delavca, ki se ne more vrniti v službo. ",leto;leto
"A glede na to, da se lahko že zdaj pri nas invalidsko upokoji le tisti, ki je z eno nogo skoraj že v grobu (kamor je, mimogrede, tudi sicer lažje priti kot pa se s kakšnim slovenskim delodajalcem dogovoriti o zaposlitvi za polovični delovni čas), bi bilo treba pred uvedbo teh ukrepov temeljito prenoviti tudi celoten socialni sistem, ne le zdravstvenega.",sistem
"Egipčanke so šele pred štirimi leti dobile pravico do ločitve in odpravnine, ki naj bi znašala okrog štiri tisoč dolarjev. ",leto
"Oblikovalci v zboru: Mojca Celin in Maja Ferme oblikujeta obleke, Mitja Hojak čevlje ter Anuška Ulčnik nakit.",zbor
"Morda se velika začetnica lahko uporabi samo pri besedi Bog, ampak …",velik
"Že na razpotju v svoji karieri, ko je končala pot aktivne plesalke in se odločala, ali naj odpre svojo plesno šolo, je uvidela pomembnost svoje akademske poti. ",aktiven
"Zato vedno poudarjam, da so potrebne knjige, raziskave in prepoznavnost v medijih, ker brez tega ni prodora!« pravi dr. Meta Zagorc, doktorica kinezioloških znanosti (vede o športu), ki vidi v predsednikovanju komisiji za izobraževanje pri mednarodni plesni zvezi IDO predvsem veliko obveznost. ",velik
"»Na svetovni ravni je treba izpeljati izobraževanje sodnikov, trenerjev, učiteljev, vzpostaviti sistem mednarodnih izpitov, pripraviti pogoje za mednarodne licence. ",sistem
"Velikokrat sem prav presenečena, kako nekatere aktivnosti ali sistem, ki je v Sloveniji vzpostavljen že kar precej časa, na mednarodni ravni ne deluje.« ",sistem
"Razlog za to so močna čistilna sredstva, ki delujejo kot topila, odstranjujejo s kože zaščitni acidolipidni plašč in tako odpirajo vrata okužbam. ",vrata
"Pri tem ji je dejstvo, da je ženska, v veliko pomoč. ",velik
"Podarili so mi jo starši in zelo rada sem se igrala z njo, povijala sem jo v odeje in pleničke. ",igrati
Hči Hana mi jo je naredila pri petih letih. ,leto
Olivno olje blagovne znamke Palmieri je že lani osvojilo številna srca. ,osvojiti
Danes ima Giscard d'Estaing 83 let. ,leto
"Leto dni potem, ko so ji odstranili ledvico, ki jo je ogrožal tumor, je Tereza prepričana, da je zdrava. ",leto
"Jaz sem, kakor pravijo Francozi 'la bete de scene', žival na odru, umetnica, ki se vsa preda svojemu občinstvu,« pravi sedemdesetletnica, ki ji leta ne pridejo do živega. ",leto
"To je ena večjih želja, da bi lahko imeli svojo žival tudi v domu. ",velik
"Kot kažejo najnovejši podatki iz Registra raka Republike Slovenije za leto 2006, je bil kožni rak najpogostejša vrsta raka pri obeh spolih, 15,9 odstotka je bilo nemelanomskega in 3,6 odstotka melanomskega.",leto
"»Imunski sistem je sestavljen iz različnih imunskih organov in tkiv: iz bezgavk, limfnih žil, vranice, kostnega mozga, priželjca, mandljev ter skupkov imunskih celic v sluznici dihal in črevesnih celicah. ",sistem
"Delovanje imunskega sistema uravnava žleza priželjc ali timus, ki izloča hormon timulin. ",sistem
"-Rastline na balkonu zaradi poletne vročine sadimo v čim večje lonce, ki lahko vsebujejo večjo količino zemlje. ",velik;velik
"Z lokalne ravni na državno je prešel pred dvema letoma, ko je – ob podpori Boška – postal predsednik SLS. ",leto
"Najboljše reči v življenju se mi dogajajo med sedmim in enajstim januarjem: takrat sta se poročila moja starša, spomnila sem se, da bom potovala okoli sveta, osvojila sem Antarktiko, prislužila sem si licenci za skakanje s padalom in potapljanje, kupila vse svoje nepremičnine, postala Slovenka leta in sprejela sem vabilo v zvezo dveh – daleč najboljšo od vseh. ",osvojiti;leto
Vse nas oštevilčene budno nadzira veliki brat. ,velik
"Majda je začela razmišljati o rejništvu pred približno osemnajstimi leti, ko je ostala doma. ",leto
"Pred dokončno odločitvijo sta se pogovorila s svojima otrokoma Igorjem in Tomažem, takrat sta bila stara petnajst in dvanajst let. ",leto
"Po enem letu in pol je Majdo celo presenetila z vprašanjem, ali jo lahko kliče mamica in Silva ati. ",leto
"Medtem ko je afriški del Sredozemlja že nekaj let čedalje ugodnejši, ko se cenijo Italija, Španija in Grčija, so sosedje Hrvati šele zdaj začeli množičneje ponujati ugodne aranžmaje. ",leto
Zanjo je velika vzpodbuda skoraj vsakodnevno plezanje po z drevesi poraslem pobočju Toškega čela in plezanje v umetni plezalni steni pod budnim očesom trenerja. ,velik
A brez njih od seks bombe ostanejo le še (pre)veliki silikonski baloni.,velik
"Festival pod tem imenom je nastal pred petimi leti, projekt pa združuje štiri največje koroške občine: Dravograd, Radlje ob Dravi, Ravne na Koroškem in Slovenj Gradec, kjer so s Slovenjgraškimi poletji začeli že pred trinajstimi leti. ",leto;velik;leto
"Ko so snemali film o slovenskih usmiljenkah, so sestro Miriam odpeljali v Peć, kjer je preživela veliko lepih, zanimivih let. ",leto
"O njiju sem začel razmišljati že pred približno tremi leti, le nekaj mesecev po moji nesreči, ko sva bila s sinom spet v velikih težavah. ",leto;velik
"Ljudje me tudi sprašujejo, kako to, da pri teh letih ničesar nimam. ",leto
"Največja gneča je bila pri vedeževalcih, saj so številni želeli izvedeti, kako jim kaže v prihodnosti. ",velik
"Wallsova je bila članica znamenite plesne skupine od leta 2000 in je z njo nastopila na Broadwayu, tam so o izjemnem uspehu posneli dokumentarni film. ",leto
"In čeprav v trpljenju čuti največjo srečo, ima trpljenja tudi on včasih dovolj. ",velik
"Leta 1962 je bila posvečena, potem sicer ni šla v Afriko, ampak – na Kosovo. ",leto
On je pa takoj naslednje leto dobil še enega oskarja (za Forresta Gumpa). ,leto
"Čeprav je za članice Kombinata v nasprotju z drugimi zbori najpomembnejša sporočilnost pesmi, občinstvo vedno znova najbolj gane to, da borbene, revolucionarne pesmi iz njihovih grl zvenijo zelo blagoglasno. ",zbor
"Ker se jim zdi pomembno, da pesmi ostajajo v izvirniku, jih pojejo v različnih jezikih. ",jezik
"Pravzaprav je pesmim iz njihovega repertoarja skupno le to, da so v različnih obdobjih zgodovine in na različnih koncih sveta zatirane in ponižane pozivale k revoluciji ter uporu. ",zgodovina
"V velikem loncu pristavimo na štedilnik in med mešanjem segrevamo, da zavre. ",velik
"Kozarce zapremo s pokrovčki na navoj, postavimo narobe obrnjene na krpo in pustimo, da se marmelada ohladi.",zapreti
Shranjevala je razne bankovce in pri njej smo po smrti našli denar iz vseh obdobij Jugoslavije nekje od 1980. leta naprej. ,leto
Izbiramo znanstvenico leta: dr. Andrijana Sever Škapin,leto
Ne bom se poročil vsaj do štiridesetega leta. ,leto
"Rodila se je namreč 8. 8. 1988, leta 2008 je postala miss Alpe Adria Slovenije, na mednarodnem tekmovanju, ki je bilo pred mesecem dni na Madžarskem, pa ji je zaporedna številka osem spet prinesla srečo – laskavi naslov miss Alpe Adria International. ",leto
"PLEČE – se uporablja za dušenje in pečenje, za raguje ter za tanke zrezke z veliko omake.",velik
"Če se obremenjujete s sledmi časa na svoji koži in želite videti nekaj let mlajši, si preberite nasvete, kako priti do tega hitro in preprosto, brez zapletenih kirurških posegov. ",leto
Občutek ogroženosti je pri manj premožnih namreč večji.,velik
Sama ima konja dve leti. ,leto
"Mladeniča so prepeljali v mariborsko bolnišnico in je po podatkih mariborskih policistov lažje poškodovan, voznik pa je svojega passata parkiral pod mostom in pobegnil. ",most
"Tudi jaz ne bi poznal te zgodbe, a pred petindvajsetimi leti se je uresničilo tisto, česar smo se vseskozi bali. ",leto
"Ko iščemo datume usmrtitev, ki jih zastavi CRP, se moramo spoprijemati z vedno bolj izpopolnjenimi varnostnimi sistemi. ",sistem
