Polisemna lema;Stavek
material;In kar je še posebej omembe vredno in v prvem planu poudarjeno: Ni vsaka pozornost primerna za vsakega, ni vsak pogled na ljubezen enak in ni smiselno vztrajati v razmerju, če ima partner drug pogled na ljubezen in druge dokazne materiale, pripravljene posebej za valentinovo.
material;Različni črno-beli odlomki so zvesto posneti po filmu iz leta 1959, sodobnejši material je z interneta, hkrati pa so v video vključene predelave glasbenega in zvočnega oblikovanja iz filma Resnaisa/Durasove.
material;Sodelavci v nabavi skrbijo za pravočasno dobavo surovin in ostalih materialov, ki omogočajo nemoteno proizvodnjo in oskrbo trgov z izdelki.
material;biorazgradljivost – opisuje lastnost materiala, ki ga je možno razgraditi z biološko dejavnostjo (npr. disimilacijo, prebavo, denitrifikacijo). 
material;preostanki pridelkov ali žetveni preostanki – rastlinski material, ki ga po prejšnjem posevku pustimo na površini tal. 
material;Ne gre torej samo za poznavanje materiala, za študiranje, prebiranje referenc, razumevanje, ampak za ure in ure, ki si jih preživel na Sorinovem posestvu – in naše delo je bilo izrazito posvečeno temu drugemu.
material;Gledalec na trenutke ne ve več dobro, ali posluša posneti material ali igralce, ki so – kar na odru ni ravno pogost dosežek – vdihnili življenje mikrofonom, ki jih imajo dobršen del časa pred sabo. 
material;Zelo blizu mi je misel prof. Torellija, ki je ob neki priloznosti dejal, “da je les slovenski nacionalni material s cudovitimi atributi in da je njegova raba takorekoc domoljubno in okolju prijazno dejanje”.
material;Posneti material hrani in obdeluje video in fototeka oddelka. 
material;V tem okviru deluje editirni studio, ki služi predvsem za sortiranje in preprosto montiranje posnetega video materiala. 
material;ohišje iz ekoloških materialov
material;S pomočjo različnih materialov bomo oblikovali hišo, v kateri bi najraje živeli. 
material;Zalutali Česky slavonin pa skrbi, da občinstvu niholi ni dolhčas in ažurira venetsko teorijo z materialom iz Prahe, hamor se mimo svojha prjatla - Slovašheha Grha, vozi s svojim Hamerjem.
material;CO POLIMAT - Center odličnoati Polimerni materiali in tehnologije (Nosilec: KI)
material;Genetski material v posamezni živali (ali človeku) se v času njenega življenja ne spreminja. 
material;"vodijo k izdelavi novih pedagoških/učnih materialov;"
material;“Tehnologija obdelave materialov s kinetično energijo vode”
material;Prav zaradi odličnih materialov in ravnotežja med svetlečimi se in matiranimi tkaninami je ta kolekcija zelo posebna, obenem pa izraža značilen slog. 
material;Blagovna znamka Yamamay, katere ime izhaja iz imena japonskega sviloprejca, se odlikuje po živih in sijočih barvah ter modernih materialih.
material;Izprano, karirasto, veliko, mehko, z enobarvnim tiskom, zbledel, starinski videz, ozke in suhe silhuete, diskretni detajli in stili, spretno progast stil, vsepovsod potiskane kratke majice in puloverji, narobe obrnjen videz, znotraj potiskani in prebarvani materiali.
material;Blagovna znamka Yamamay, katere ime izhaja iz imena japonskega sviloprejca, se odlikuje po živih in sijočih barvah ter modernih materialih in je namenjena ženskam, ki se želijo počutiti zelo žensko in seksi v udobnem spodnjem perilu.
material;Izbrani materiali in izboljšana kakovost so pri Orsayu novost, ki jih to pomlad in poletje prinašajo modna oblačila za prosti čas, šolo, službo ter elegantna oblačila za posebne priložnosti. 
material;Na police že prihajajo nove kolekcije, navdihnjene s svežimi zgodbami, novimi kroji in materiali, ki kličejo po toplejših jutrih. 
material;Čiste energije Novo desetletje prinaša izčiščenost krojev, gladke materiale v enobarvni celoti. 
material;Prestižno se bohoti izpod prosojnih materialov v divjih močnih barvah ali v manj izrazitih pastelih in kontrastih. 
material;Ker zbrano gradivo nudi tudi odlično osnovo za teoretsko obdelavo, smo se odločili za objavo zbornika, k pripravi katerega smo povabili ugledne slovenske publicistke in publiciste, ki se bodo obdelave materialov lotili analitično in na različne teme pripravili strokovne članke. 
material;V okviru programa vseživljenjskega učenja, ki je namenjen samo obsojencem in osebam, z izrečenim uklonilnim zaporom, so potekale delavnice na različne teme (npr. ekologija, izdelovanje izdelkov iz odpadnih materialov). 
material;Področja nove uporabe so tesno povezana s tehnološko visoko razvitimi materiali, ki nudijo specialne, nove ali izboljšane funkcionalne lastnosti izdelkom. 
material;Oblikovalci s pridom izkoristijo vsako novost v tekstilstvu, na primer nekatere danes že nepogrešljive lastnosti materialov, kot so lahkost, gibkost, trpežnost, biorazgradljivost, protimikrobnost, samočistilnost, bioaktivnost, vodo in oljeodbojnost, ognjevarnost, termoregulativnost, elektroprevodnost, zaščita pred UV žarki in elektromagnetnim sevanjem in jih vgrajujejo v svoje zamisli. 
material;Osvojitev matematičnih orodij za študij tehniške mehanike, sposobnost razumevanja mehanskih zakonitosti in principov v mehaniki materialov in delovanju naprav, sposobnost nadgrajevanja osnovnih modelov s specifičnimi in razvijanje deduktivnega reševanja problemov na področju tekstilne tehnologije.
material;Obrazložitev: Poznane so različne tehnike oplemenitenja in utrjevanja površin s katerimi modificiramo površinski sloj materiala za izboljšanje obrabne odpornosti. 
material;Rezultat utrjevanja je povečana odpornost materiala na utrujanje, kot posledica povečanja gostote dislokacij v površinskem sloju. 
material;Ob interakciji laserske svetlobe s površino obdelovanca prihaja do lokalnega segrevanja površine, do raztezanja in odnašanja materiala. 
material;Ob ustrezni zapori visokoenergetske plazme dosežemo velike udarne obremenitve v materialu in premike na atomskem nivoju.
material;Mehanske lastnosti gumastih izdelkov ojačanih z nosilnim jedrom iz tekstilnega materiala so odvisne tako od lastnosti nosilnega jedra kot od spoja med njim in gumeno matrico. 
material;Vlakenski material za nosilno jedro so podvrženi temperaturnim in mehanskim obremenitvam od katerih so odvisne njegove uporabne lastnosti: dinamična vzdržljivost v kompozitu, prožnost, togost, nosilnost, odpornost na obrabo itd. 
material;Če se iz objektivnih razlogov ne morejo udeležiti pisnega izpita, morajo organizirati zamenjavo z drugim pedagoškim delavcem in mu posredovati vsa navodila v zvezi z izvedbo izpita ter morebitne posebnosti pri opravljanju izpita (dovoljene pripomočke pri izpitu, potreben administrativni material idr.).
material;V laboratoriju se izvajajo meritve s področja metalurške in mineralurške procesne tehnike kovinskih in nekovinskih materialov za potrebe pedagoškega procesa in znanstveno raziskovalnega dela. 
material;Na različnih akrilnih modelih metalurških reaktorjev je mogoče izvajati modeliranje pojavov, kot je npr. strujanje taline v reaktorju in kemičnih reakcij kot je npr. razogličenje taline v procesu ekstrakcije kovinskih materialov. 
material;S talilnim mikroskopom je moč spremljati procese mehčanja, napihovanja, sintranja, nataljevanja, itd kovinskih in nekovinskih materialov do temperature 1350°C.
material;Začetki znanstvenih tehnologij so povezani z razvojem kovinskih materialov . 
material;To velja tudi za druge materiale na osnovi keramike, polimerov, stekel in kompozitov . 
material;Strokovnjaki, ki te materiale razvijajo in izdelujejo, razvijajo sočasno tudi tehnologije za njihovo izdelavo. 
material;Študente, ki se niso udeležili prvega sklopa vaj pri predmetu Preiskave mineralnih materialov (merjenje lomnega količnika z refraktometri) obveščam, da imajo možnost vaje opraviti v torek 13. 4. 2010 (ob 15:00 v 219).
material;"Na instituciji gostiteljici študent ne plačuje nobenih pristojbin (šolnina, vpisnina, izpiti, uporaba laboratorija, knjižnice) - lahko pa institucija enako kot domačim študentom zaračunava manjši znesek za zavarovanje, študentsko organizacijo ali uporabo raznih materialov; matična institucija lahko študentom, ki jih pošilja v tujino, še naprej zaračunava šolnino, če je tako določeno z nacionalnimi predpisi."
material;Selitev je potekala postopoma s sočasnim odstranjevanjem nečistoč in evidentiranjem morebitnih poškod na umetninah ter razporejanjem umetnin glede na naravo materiala.
material;Izdelal je nad 20 raziskovalnih del, nad 120 ekspertiz in manjših raziskovalnih del, iz njih pa je dobil material za objavo nad 80 znanstvenih in strokovnih sestavkov, 14 samostojnih publikacij, nad 30 poljudnoznanstvenih sestavkov v domačih in tujih revijah. 
material;Materiali, ki absorbirajo in dušijo zvok, pa omogočajo tišjo vožnjo.
material;V izredno kratkem času so izdelali projektno dokumentacijo, opravili oceno stroškov (brez lastnega dela je ocena škode okrog šeststo tisoč evrov, z lastnim delom sto petdeset tisoč evrov več) in potrebnega materiala. 
material;Udeležili pa naj bi se ga tudi predsednik zbornice za gradbeništvo in industrijo gradbenega materiala pri Gospodarski zbornici Slovenije Branko Selak, podpredsednik sekcije gradbincev pri Obrtno-podjetniški zbornici Slovenije Franc Bukovec, predsednik Združenja izvajalcev zaključnih del v gradbeništvu Mirko Požar in drugi.
material;Če koga zanima, je na voljo Google - materiala dovolj.:-)
material;Predvsem novi materiali in zahteva teoretikov po radikalni prekinitvi s preteklostjo, je pripeljala do vrste izjemnih rešitev, ki so aktualne še danes ...
material;Tak da ne govort o kvalitetnih materialih. 
material;Notranjost je opremljena z dragocenimi materiali - od eksotičnega lesa do poldragih kamnov in pozlat. 
material;Oblikovalci londonske modne hiše so izdelali črno žensko obleko iz udobnega materiala, ki se lahko uporablja tudi kot mobilni telefon. več
material;Pri tem ni prišlo do uhajanja radioaktivnega materiala.
material;zdravo vsi. a na varnost in slavne zvezdice ncap pa ste kar pozabili. in na kakovost materialov, sedenje ?? kako se lahko 4 odrasli udobno namestijo je tud en bluz.spet nek plastičen jajc neuporaben za vecino ki so doma v bloku. in ali bodo varovali te elektricne črpalke da ne bo prislo do raznih zlorab elektricne enrgije???? jaz nisem pripravljen odstet toliko denarja za tak polizdelek.že tako peugeoti niso nevem kaj vsaj 407 je zrela za uregnco. ne maram francozarjev tegale pa sploh ne!!!!!!!
material;vsem mogočim materialom nasul (dvignil) parcelo z 120 kamioni - kiperji. 
material;V svojih kolekcijah ne uporablja živalskih materialov, tega pa se je do zdaj tudi strogo držala. 
material;Po pričakovanjih so oblačila narejena iz kakovostnih in ekološko pridelanih materialov, kot sta bombaž in nežen kašmir. 
material;Uporablja pa tudi volno, svilo in druge živalske materiale.
material;Kljub uporabi nekaterih trših materialov notranjost vseeno daje občutek kakovosti. 
material;Res je ogromno materiala. 
material;Tudi v tej stranki so največ denarja, 40.000 evrov, namenili za oblikovanje, tiskanje in razpošiljanje referendumskega materiala. 
material;Upoštevali se bodo stroški nakupa in namestitve izolacijskih materialov
material;Poleg tega Serdarušić ne bi smel izjavljati, da v Sloveniji ni materiala za vrhunske dosežke, ampak bi ga moral iz igralcev, ki jih ima na voljo, ustvariti. 
material;HILDA BO ZA CENO GRADBENEGA MATERIALA ZA ENO NOVO CERKEV PA ODPUSTEK DOBILA !!!..........
material;Radioaktivni material so v tovarno prepeljali v zgodnjih urah ob zaščiti helikopterjev in posebnih policijskih enot, ki so blokirale celotno pot transporta in okolico Verušića, poroča Hina.
material;Tudi danes se pri mladih diplomantih srečujete s prepotentneži, a znotraj tega iščem in vendarle vedno najdem pravi material.
material;Celjska zimska služba ima na zalogi več kot 8000 ton posipne soli in več kot 10.000 ton posipnega gramoznega materiala.
material;pa bo spet materiala za 24ur...
material;S študijem na Oddelku za materiale in metalurgijo si znanje lahko pridobiš in se pridružiš najuspešnejšim.
material;Peter Schröcksnadel, takrat že predsednik Avstrijske smučarske zveze, je vse uredil in čez en teden poskrbel, da smo dobili francoski in italijanski material. 
material;Najpogosteje so uporabljeni materiali kot so usnje , sintetika in bombaž .
material;"ja sem ja.. ampak sem tudi REALIST!!;) že zelo zelo dolgo!! kot prvo: pravi navijač je zvest klubu in ne ligi.. kot drugo: nisem fanatik, da bi zaradi nekega neuspeha pljuval in kritiziral druge ter klel čez njih.. kot tretje: dejansko se je vedlo, da se bo to zgodilo in kaj naj se zdaj jočem, ker se v Italiji niso odločili pravočasno ukrepati?? in kot četrto: verjemi, da vem, znam in imam o AC Milanu več znanja in navijaškega materiala kot kdorkoli v Sloveniji..;) pa lep pozdrav ;)"
material;Najprej se morate dame naučiti fotografirati moškega, bi vam sam to pokazal, ker sem bolj napreden sem jih že pred 20 leti in so bolj hvaležen material od mladih dam(teritorialno za Slovenijo govorim)
material;Mimogrede se lahko iz ničslutečega kranjskega Janeza spremenite v storilca ali pa vas iz povsem naključne priče preobrazijo v kronski dokazni material, katerega izjave potem odločajo o nekih človeških usodah. 
material;Material: blago Mere: 30cmx2,2cm Funkcija: nosečnica ga nese pri sebi, ko gre kropit, da bo njen otrok zdrav.
material;Material: svinec Mere: največja figura ima 6 cm po dolžini. 
material;Material: roževina Mere: 15-10cm
material;Material: lipov les Tehnika izdelave: unikatno ročno delo Tehnika okrasa: zareze
material;Material: bombaž, lan, svila, papir.
material;Material: bombaž Tehnika izdelave: ročno šivanje Čepica iz pisanega blaga, krojena priležno glavi, ki so jo polagale na glavo poročene ženske kot vidni znak stanu. 
material;opis: Material: les, kovinske strune Tamburica - brač, na štiri strune.
