Stavek,Polisemna lema
"Gojenje je izjemno lahko, ker čebulice ne potrebujejo mirovanja v hladnem, temnem prostoru. ",lahko
"Predor Karavanke je bolj kritičen, saj so inšpektorji ugotovili, da nima zvočnikov, prav tako ne samodejnega shranjevanja videoposnetkov ob neobičajnih situacijah. ",imeti
Več dela so imeli Argentinci. ,imeti
"Grke je pokopal predvsem katastrofalen met za tri točke, saj so izza črte metali 30-6. ",točka
"V zvezi z državnima bankama pa je med drugim dejal, da imamo državljani Slovenije, ker sta bili dokapitalizirani z javnim denarjem, pravico vedeti, kaj se v njih in z njima dogaja. ",imeti
"Potem se je Janez Janša zadržal pri predlogih za spremembo ustave in med drugim menil, da so prizadevanja za ukinitev referenduma kot najbolj demokratične oblike odločanja močna predvsem zato, ker so doslej vsi uspeli. ",oblika
"Sicer pa je največ besed namenil vsem tistim, ki nasprotujejo vstopu Slovenije v Nato, in poudaril, da je to nasprotovanje naši pridružitvi demokratičnemu delu sveta in njegovim sistemom varnosti.",beseda
"Svetovno prvenstvo, do 125 ccm: 1. Elias 178 točk, 2. Poggiali 170, 3. Ui 132, 4. Cecchinello 116, 5. Sanna 105; do 250 ccm: 1. Kato 247 točk, 2. Harada 198, 3. Melandri 169, 4. Rolfo 136, 5. Nieto 114; do 500 ccm: 1. Rossi 225 točk, 2. Biaggi 183, 3. Capirossi 147, 4. Barros 127, 5. Nakano 116.",točka;točka;točka
Poleg tega morajo na delo uro prej. ,ura
"V Novem mestu se največ primerov mikrosporije pojavlja na območju Regrških košenic in K Roku, drugače pa lahko o problematični lokalni razširjenosti govorimo v predelih trebanjskega okoliša, Velike Loke in v brežiško-krški regiji, medtem ko je v Beli krajini in Suhi krajini le občasno izoliran kakšen primer (podatki dermatološkega oddelka SBNM). ",lahko
(ob 15. uri) Scary Movie 2.12. ,ura
"Za zaščito žrtev si zelo prizadevajo Centri za pomoč žrtvam kaznivih dejanj, ki so edina organizacija, ki zagotavlja pomoč žrtvam vseh kaznivih dejanj, pomoč pa lahko tu poišče tudi vsak, ki je bil ali je žrtev kaznivega dejanja, kakršnekoli nasilne situacije ali dejanja, vsak, ki meni, da doživlja nasilje. ",lahko
"Pomoč zagotavljajo 24 ur na dan, tudi ob nedeljah in praznikih.",ura
"Lahko pa jemljete zdravilo Acistop sočasno z antacidi (npr. magaldratom, alginsko kislino, natrijevim bikarbonatom, aluminijevim hidroksidom, magnezijevim karbonatom ali njihovimi kombinacijami), če je treba.",lahko
"Neželeni učinki se lahko pojavljajo z različnimi stopnjami pogostnosti, ki so opredeljene kot sledi:",lahko
"Vsi teksti so, kot si že sama rekla, napisani v srbskem jeziku in zdelo se nam je samoumevno skleniti celoto in vse napisati v cirilici. ",sam
"MAMINA DEJSTVA: Če se vam zdi Elijah izrezan mamin sinko, imate prav. ",imeti
Imata pa skoraj zakonski odnos. ,imeti
"Če najprej izroči ločitvene papirje njenemu možu, s čimer si lahko obeta precej večji delež skupnega premoženja, bo zaslužil milijon dolarjev. ",lahko
"Ni problema, za ta denar lahko še koga ubijem, se strinja Joe in gre poiskat moža. ",lahko
"Da se slednji ne bo strinjal z novim dogovorom, je bilo moč pričakovati, kakor tudi, da bo poskusil prav vse v svoji moči, da ohrani svoje milijone in da prevarantski psici (njegove besede) da, kar ji gre. ",beseda
"Za konec in v razmislek o tem perečem problemu med hip hop zvezdniki pa še besede raperja Maga, varovanca skupine Naughty By Nature, ki pravi: ""Rajši se pustim aretirati kot ubiti. ",beseda
"Po mojem mnenju je tako: tudi če nisi bogat raper, ljudje hočejo vzeti to, kar imaš. ",imeti
"Naredil si neko šolo, lahko samo srednjo, dobil si službo in marsikaj ti je bilo zagotovljeno. ",lahko
FRKA: Kakšne potrebe ima bend Srečna mladina po zadnji plošči? ,imeti
"Drugače pa se mi zdi, da imamo moški veliko rajši naravne ženske, v bistvu, a ne? ",imeti
"ALENKA: Fanta nimam, upam pa, da nas bo videl peti David Boreanes (igralec iz nanizanke Angel).",imeti;peti
- ima zelene oči in rjave lase (po novem pa blond pramene),imeti
"Dado (Damir Igličar), rockabilly po duši in pričeski - lasje se mu baje vsako jutro kar sami postavijo v značilni »val« - napade in prepriča prijatelja Robija (Robert Bilodjerič), naj si vzame nekaj časa za trening »prstov po strunah«. ",sam
"Basistu Urglu (Tomaž Urgl) je zadeva všeč in se ji popolnoma posveti, bobnar Marko Valant pa že sicer uživa v razbijanju in ropotu, zato se odloči, da bo dajal ritem kar obema skupinama. ",dajati
"Ljubljansko občinstvo jih sprejme z mešanimi občutki, vrstijo se vprašanja v slogu »Kje imate pa pevce, a?«, nekateri pa kritizirajo njihov nenavadni zvok. ",imeti
"Dusty Watson iz Slack Tone jih vabi na evropsko turnejo, v Mehiki jih zapečejo na surf kompilacijo, vabijo jih na Ex-YU Rock v Bosno, radijske postaje v Franciji, Nizozemski… pravzaprav po vsem svetu jih predvajajo in vabijo na obisk. ",postaja
2) (modro nebo Sierra Nevade),nebo
"Tako lahko ob poti KomnaBogatinsko sedlo opazujete ostanke številnih zalednih objektov, ",lahko
"Udeleženci festivala hodijo od puba do puba, pojejo in igrajo lokalne karnevalske pesmi. http://www.cybercomm.nl/~karneval/",peti
"Po njegovih besedah je komunikacija pomanjkljiva, informacije pa prihajajo od lokalnih oblasti.",beseda
"7 – Precej verjetno je, da si upa preveč in nima občutka za nevarnost,",imeti
S Kongresnega trga v Ljubljani se bomo podali na pot ob šesti uri. ,ura
"Pozno popoldne se bomo mimo Beljaka in skozi karavanški predor vrnili proti domu, s prihodom v Ljubljano v večernih urah.",ura
Na predzadnjo vajo so prišla dekleta objokana in so odpovedala sodelovanje v igralski dejavnosti.,odpovedati
"""Pokorny,"" je nadaljeval Kefalin, ""ima Helenčko. ",imeti
"Dve uri se bo z njo sprehajal po trgu in tako bo vse mesto vedelo, da je njegovo srce zdavnaj oddano.""",ura
"Danica Lovrečič je čila in vedra gospa, ki ima izredno dober spomin. ",imeti
"Ko sem bila stara šest let, sem izgubila mamo. ",izgubiti
"Oče je bil dve leti sam, potem pa se je še enkrat oženil. ",sam
"Spominjam se, da je v tistih dveh letih vsak večer ob petrolejki bral časopis, elektrike tedaj še nismo imeli, jaz pa sem mu sedela v naročju. ",imeti
"Najbrž hočejo nekatere s tem podtikanjem kar izriniti iz politike, da bi sami zavladali in prodajali ali kupovali orožje za bogate zaslužke in mastne provizije.",sam
Poleg tega bo oddajo sam vodil.,sam
"Sodi med enkratne eliksirje brez kakršnihkoli stranskih učinkov, obenem pa predstavlja tudi vir lepote - koža postane bolj čista, napeta, gladka in zdravega, privlačnega videza.",čist;napet
"Svetlolaso igralko si lahko v videoteki na SiOL ogledate v romantični komediji Samo prijatelja, v kateri je zaigrala s priljubljenim Ryanom Reynoldsom.",lahko
"V spremljanje in nadzorovanje življenja čebel je treba po Židanovih besedah vključiti tudi znanost, saj bi vse odločitve morale temeljiti na znanstvenih spoznanjih, medtem ko se sedaj o smrtnosti čebel govori na podlagi statistično nerelevantnih podatkih.",beseda
Ljubljana - Kdo so trenutno najbolj uspešni klubi iz petih najboljših evropskih lig po osvojenih točkah v prvenstvu? ,točka
"Tipa se niso mogli drugače odkrižat, so ga pa potunkali za neko zadevo, ki bi jo lahko našli po vseh fakultetah.",lahko
"Lenoba uredi si Slovensko državljanstvo,naj ti ga Luka zrihta.Drugače pa jaz nimam problemov z ItaIjani,ti pa imaš malo predolgi GOB EC.",imeti;imeti
"Kako smo še vedno zasvojeni z moralo RKC istospolni partnerji se morajo na skrivaj dajati dol,župniki ********rajo,vsi pa živijo v nekih prisiljeno urejenih skupnostih.",dajati
"Naj ima in vzgaja otroke tisti,ki si to želi,drugi pa naj brcajo žogo in ne otroke.",imeti;brcati
"Kot predsednik daje zato največji poudarek izobraževanju optikov, kar je pri nas nuja. ",dajati
"Kolikor je osrednja točka predstave fantazma, torej obljubljeni raj kot sredstvo manipulacije, sta se nam skozi njo razkrila tudi zasnova in slog uprizoritve. ",točka
uri sprejel predstavnike Siindikata zdravnikov in zobozdravnikov Slovenije,ura
"Novinarska konferenca bo v sredo, 23. junija, ob 11.30 uri v prostorih Gozdnega gospodarstva Postojna (Vojkova 9).",ura
Minister za zunanje zadeve Samuel Žbogar se bo ob 8.30 uri srečal z državnim sekretarjem Zvezne republike Nemčije Wernerjem Hoyerjem. ,ura
"Vlada RS se bo, 22. oktobra, ob 10. uri sestala na 50. redni seji in med drugim obravnavala predlog novele zakona o varstvu okolja, predlog novele zakona o graditvi objektov, predlog novele zakona o zagotavljanju navigacijskih služb zračnega prometa, predlog zakona o spremembi zakona o cestnini za vozila, katerih največja dovoljena masa presega 3.500 kg in predlog novele zakona o javni rabi slovenščine (vsi skrajšani postopek).",ura
"Vlada Republike Slovenije se bo v četrtek, 19. novembra ob 10.00 uri sestala na 55. redni seji in med drugim predvidoma obravnavala predlog zakona o spremembah in dopolnitvah zakona o javnem naročanju (prva obravnava) in predlog zakona o dopolnitvah zakona o policiji (skrajšani postopek).",ura
"Lahko pa podleske kombiniramo z rastlinami, ki imajo zanimive liste, kot sta ognjeni dež (Heuchera) in pisanolistni šaš (Carex) na fotografiji. ",lahko;imeti
"Na voljo imamo več orodij, vendar si ne moremo vselej pomagati z vsemi orodji, saj so nekatera primerna samo za določene situacije. ",imeti
Slednje so zato bolj kompaktne in škatlaste oblike. ,oblika
"Posamezni proizvajalci izdelujejo tudi košare polkrožnih, okroglih ali poljubnih oblik ter košare v obliki predelnih sten in nosilnih stebrov, ki so pripravljene za vgraditev na ustrezen betonski temelj.",oblika;oblika
"Kar samo od sebe se poraja vprašanje, ali ste, dragi bralci, ki sodelujete v nagradnem natečaju Najlepša trata, letos poleti sploh odšli na dopust, imate morda doma posebno ekipo, ki v vaši odsotnosti skrbi za vašo trato, ali pa vam pomagajo skrivnostna pravljična bitja, kajti vaše trate so tako brezhibno popolne, da jim ni para. ",imeti
"Nobeni ne daje prednosti, čeprav so potonike s svojo prosojno nežnostjo zanj nekaj posebnega. ",dajati
"Prav pri vhodu na vrt sem lahko občudovala nenavadno lepo vrtnico 'Pierre de Ronsard', ki je začarala že mnoge, nič bolj pa ne zaostajajo številne drobnocvetne vrtnice ob južni strani hiše. ",lahko
"Poletno igrivost in razkošje barv dajejo vrtu maslenice in muškatne kadulje, nekaj vrtnih posod z barvitimi enoletnicami, lepo razmeščenih po vrtu, pa je pika na i.",dajati
"Saj veste, enako, kakor če srečamo človeka, ki ga vidimo prvič in ga sploh ne poznamo, o njem ne vemo nič, pa nam je lahko zelo simpatičen ali pa tudi ne. ",lahko
"Kuhališče je lahko urejeno samo za pripravo hrane na žerjavici, pri tem je zelo pomembno ustrezno odvajanje dima. ",lahko
"Temu se lahko izognemo, če je kuhališče plinsko ali električno. ",lahko
"Pri pogostejši uporabi poletne kuhinje pa je zelo praktično imeti še vodovodno pipo s pomivalnim koritom, shrambo za posodo in pribor, shrambo za oglje, kurivo ali plinsko jeklenko, hladilnik za shranjevanje živil in pijače in ne nazadnje tudi prostor za odpadke. ",imeti
"Ker pa je že nakup večjega plinskega žara lahko kar precejšnja finančna naložba, se dobro prepričajmo, ali nam je takšen način druženja res v zabavo. ",lahko
"Odpravimo se na obisk k prijateljem, ki poletno kuhinjo že imajo, in jih povprašajmo o njihovih izkušnjah. ",imeti
"Poletna kuhinja najbrž ne bo spremenila vašega življenjskega sloga, lahko pa ga prijetno dopolni. ",lahko
"Urediti velik balkon ni lahko, prava umetnost pa je majhen balkon spremeniti v pravi, zaresni balkon, z vsem, kar na balkonu potrebujemo. ",lahko
"Ker imajo majhne balkone tudi nekatere starejše večstanovanjske zgradbe, je težava, kako jih urediti, več kakor pereča. ",imeti
"Da so tla rahla in dolgo vlažna, lahko veliko pripomore tudi zastiranje. ",lahko
Z izbiro specialnih zastirk lahko rastline obvarujemo tudi pred nekaterimi škodljivci in boleznimi. ,lahko
"Vrtove z lepo urejenimi prostorčki uporabljajo zahodne in azijske kulture za zdravljenje že od srednjega veka, pa ne le zaradi zdravilnih lastnosti samih rastlin, temveč ker tako okolje izžareva mir in vzpostavlja ravnovesje pri obiskovalcih. ",sam
"Na Alzheimerjevem vrtu, bolniki lahko tavajo, ne da bi se izgubili. ",lahko;izgubiti
Dnevniku so si ustvarjalci oddaje plačali sami. ,sam
"Pred škropljenjem lahko tekočini dodamo še čajno žličko tekočega mila, da se bo mešanica bolje oprijela rastlin. ",lahko
"Znane so kot jesenske lepotice, a v rokavu imajo celoletnega aduta – obliko rasti. ",imeti;oblika
"V mislih imam vrste in sorte Sedum telephium 'Herbstfreude', S. spectabille 'Briliant', S. hy. ",imeti
"Šele čas bo pokazal, kakšen mojster besede je bil Gregor Strniša. ",beseda
"Tudi sama sem se prepričala, da se da veliko pridelati tudi povsem brez uporabe kemije, torej samo z naravnimi pripravki. ",sam
"Starši nimajo lahkega dela, da jih nasitijo. ",imeti;lahek
"Z balkonskimi zasaditvami bi lahko tudi presegli pregovorno razdvojenost Slovencev in obenem prispevali k lepši in bolj usklajeni podobi kraja, v katerem bivamo. ",lahko
"- Poleti cvetočim trajnicam in dalijam lahko skrajšamo poganjke (mlečki, plamenke, jesenske astre ali nebine, pijavčnice, zvončice, krizanteme) in tako vzgojimo bolj kompaktne rastline.",lahko
"Močna rez preveč oslabi rastline, zato lahko propadejo.",lahko
"Zato ni vseeno, s kakšnim milom ali gelom za prhanje bomo poskrbeli za čisto kožo na rokah in po telesu. ",čist
"Umivanje in prhanje bosta postala čisti užitek, če bomo sproščujoči curek vode obogatili z esencialnimi olji, ki jih vsebujejo geli za prhanje ter tekoča in trda mila za roke Ma Provence. ",čist
Obiščete jih lahko tudi vse naslednje sobote in nedelje v maju med 9. in 18. uro. ,lahko;ura
Še do 27. aprila lahko na Dnevih narcis občudujete več kot 50 sort teh lepih cvetlic. ,lahko
"Doslej še nisem zasledil vodnjaka s takim nadzemnim delom, kot ga ima kraška štirna.«",imeti
Te prsti z ugodno reakcijo se uvrščajo v sam vrh po kmetijski proizvodnji. ,sam
"Če nam je bolj všeč naraven videz vrta in smo ljubitelji naravnih materialov, lahko z nekaj spretnosti naredimo takšen »zabojnik« .",lahko
"Žal imamo tako malo registracij, da je to pogosto povsem nemogoče. ",imeti
"Kdor pa ima več časa in radovednosti, naj se nam pridruži sredi maja na poti iz Pariza proti Normandiji, kjer se bomo ustavili na vrtu Giverny slikarja Moneta, potem pa obiskali vrtove Le plume, Vasterival, Le Bois de Moutiers in Agapanthe. ",imeti
"Ker zacvetijo prej, preden se drevnina olista, lahko nemoteno občudujemo modrino cvetov in lepe, dolgopecljate, rahlo srčaste liste, močno zelene barve. ",lahko
Z rezjo ga lahko oblikujemo v strjeno krošnjo kroglaste ali druge poljubne oblike. ,lahko;oblika
"H. lividus ima namreč rdečkasto obarvana stebla, peclje in spodnjo stran listov. ",imeti
"V dobro založenih tujih vrtnarijah je to vrsto težko najti, pač pa je pogosteje na voljo njen križanec s korziškim telohom, ki ima strokovno ime H. x sternii. ",imeti
"Hibrid ima nekaj lastnosti po obeh starših, je pa bolj odporen proti zimskemu mrazu, tako da zmore preživeti na zavetnem in čim bolj odcednem rastišču tudi v celinski Sloveniji. ",imeti
"Rastline lahko takoj po cvetenju presadimo na vrt ali jih razsadimo v posamezne cvetlične lončke, kjer si bodo nabrale nove moči za rast in cvetenje v prihodnjem letu. ",lahko
"Pri izbiranju barv si lahko pomagamo z znanim teoretičnim pripomočkom, barvnim krogom, sestavljenim iz šestih osnovnih barv, ki jih ločimo v tri skupine. ",lahko
"Če jih povežemo z občutkom, lahko njihovo neubranost s pridom izkoristimo. ",lahko
"Čeprav zvončke in jarice zelo radi sadimo na trato, se bodo v nekaj letih veliko lepše razrasli na vrtni gredi, kjer bodo lahko v miru semenili, vzkalili in čez dve leti zacveteli v še večjem številu. ",lahko
"Samo narava lahko ustvari tako popoln cvet, kot je cvet kamelije. ",lahko
"Če ga pravočasno ne stresemo z dreves in grmovnic, se pod njegovo težo lahko lomijo veje. ",lahko
"Zelo suhe zime, brez snega, so za rastline zelo škodljive, saj močno izsušena tla in nizke temperature zraka lahko povzročijo veliko škode na rastlinah. ",lahko
"Zalijmo jih temeljito, da ne bodo trpele suše, saj se nam bo to lahko obrestovalo v spomladanskem času. ",lahko
